new_id, ''casrn'', ''iupac name'', ''smiles'', ''inchi'', ''inchi key'', ''mol formula'',mol weight,logP,Net charge,#H-bond donors,#H-bond acceptors,#Rotatable bonds,Rings,TPSA,Hetero atoms,#Heavy atoms,#Aromatic heavy atoms, ''Melting Point'', ''Boiling point @ 760.00 mm Hg'', ''VaporPressuremmHg@25.00'', ''Vapor Density ( Air = 1 )'',Fraction Csp3,MR,iLOGP,XLOGP3,WLOGP,MLOGP,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l), ''ESOL Class'',Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l), ''Ali Class'',Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l), ''Silicos-IT class'', ''GI absorption'',BBB permeant,Pgp substrate,log Kp (cm/s),Bioavailability Score,Caco02,Human Intestinal Absorption,Plasma protein binding
47, ''59-51-8'', ''2-amino-4-methylsulfanylbutanoic acid'', ''CSCCC(C(=O)O)N''," ''1S/C5H11NO2S/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)''", ''FFEARJCKVFRZRR-UHFFFAOYSA-N'', ''C5H11NO2S'',149.21,0.151,0,2,3,4,0,88.62,4,9,0, ''280.00 to 281.00'', ''300.00 to 301.00'',0.00017, ''null'',0.8,38.22,1.17,-1.87,0.15,-2.2,0.68,709,4.75, ''Highly soluble'',0.53,504,3.38, ''Highly soluble'',-0.23,87.5,0.59, ''Soluble'', ''High'',0,0,-8.54,0.55,0,0,0.416
48, ''74-93-1'', ''methanethiol'', ''CS''," ''1S/CH4S/c1-2/h2H,1H3''", ''LSDPWZHWYPCBBB-UHFFFAOYSA-N'', ''CH4S'',48.11,null,null,0,0,0,null,38.8,null,2,0, ''-123.00 to -121.00'', ''5.90 to 6.00'',1901.06604,1.66,1,14.85,1.13,0.51,0.55,0.2,-0.46,16.7,0.347, ''Very soluble'',-0.9,6.12,0.13, ''Very soluble'',-0.16,33.3,0.69, ''Soluble'', ''High'',1,0,-6.23,0.55,1,1,-0.206
49, ''78-98-8'', ''2-oxopropanal'', ''CC(=O)C=O''," ''1S/C3H4O2/c1-3(5)2-4/h2H,1H3''", ''AIJULSRZWUXGPQ-UHFFFAOYSA-N'', ''C3H4O2'',72.06,-0.226,0,0,2,1,0,34.14,2,5,0, ''<25'',72,120.93, ''null'',0.33,16.93,0.21,-0.39,-0.23,-0.89,0.02,76.3,1.06, ''Highly soluble'',0.14,98.7,1.37, ''Highly soluble'',-0.03,68,0.94, ''Soluble'', ''High'',0,0,-7.02,0.55,1,1,0.189
50, ''91-20-3'', ''naphthalene'', ''C1=CC=C2C=CC=CC2=C1'', ''1S/C10H8/c1-2-6-10-8-4-3-7-9(10)5-1/h1-8H'', ''UFWIBTONFRDIAS-UHFFFAOYSA-N'', ''C10H8'',128.17,2.84,0,0,0,0,2,0,0,10,10, ''80.00 to 82.00'', ''124.00 to 125.00'',0.159,4.4,0,43.95,1.99,3.3,2.84,4.26,-3.45,0.045,0, ''Soluble'',-2.98,0.14,0, ''Soluble'',-4.03,0.01,0, ''Moderately soluble'', ''Low'',1,0,-4.74,0.55,1,1,0.717
51, ''67604-48-2''," ''5,7-dihydroxy-2-(4-hydroxyphenyl)-2,3-dihydrochromen-4-one''", ''C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O''," ''1S/C15H12O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-6,13,16-18H,7H2''", ''FTVWIRXFELQLPI-UHFFFAOYSA-N'', ''C15H12O5'',272.25,2.51,-1,3,5,1,3,86.99,5,20,12,251,577.5, ''null'', ''null'',0.13,71.57,1.75,2.52,2.19,0.71,-3.49,0.087,0, ''Soluble'',-3.99,0.03,0, ''Soluble'',-3.42,0.1,0, ''Soluble'', ''High'',0,1,-6.17,0.55,1,1,1.001
52, ''111-87-5'', ''octan-1-ol'', ''CCCCCCCCO''," ''1S/C8H18O/c1-2-3-4-5-6-7-8-9/h9H,2-8H2,1H3''", ''KBPLFHHGFOOTCA-UHFFFAOYSA-N'', ''C8H18O'',130.23,2.339,0,1,1,6,0,20.23,1,9,0, ''-16.00 to -15.00'', ''194.00 to 196.00'',0.0794,4.5,1,41.73,2.51,3,2.34,2.22,-2.14,0.94,0.007, ''Soluble'',-3.09,0.11,0, ''Soluble'',-2.49,0.42,0, ''Soluble'', ''High'',1,0,-4.96,0.55,1,1,0.889
53, ''1113-60-6'', ''3-hydroxy-2-oxopropanoic acid'', ''C(C(=O)C(=O)O)O''," ''1S/C3H4O4/c4-1-2(5)3(6)7/h4H,1H2,(H,6,7)''", ''HHDDCCUIIUWNGJ-UHFFFAOYSA-N'', ''C3H4O4'',104.06,-1.368,-1,2,4,2,0,74.6,4,7,0,82.4,257,0.003, ''null'',0.33,19.67,-0.18,-0.98,-1.37,-1.81,0.26,191,1.84, ''Highly soluble'',-0.1,82.5,0.79, ''Very soluble'',1.04,1140,11, ''Soluble'', ''High'',0,0,-7.63,0.85,0,1,-0.021
54, ''629-80-1'', ''hexadecanal'', ''CCCCCCCCCCCCCCCC=O''," ''1S/C16H32O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17/h16H,2-15H2,1H3''", ''NIOYUNMRJMEDGI-UHFFFAOYSA-N'', ''C16H32O'',240.42,5.667,0,0,1,14,0,17.07,1,17,0, ''33.00 to 36.00'', ''297.00 to 298.00'',0.001, ''null'',0.94,79.23,4.15,7.05,5.67,4.31,-4.85,0.003,0, ''Moderately soluble'',-7.23,0,0, ''Poorly soluble'',-5.89,0,0, ''Moderately soluble'', ''High'',0,0,-2.76,0.55,1,1,1.081
55, ''57-10-3'', ''hexadecanoic acid'', ''CCCCCCCCCCCCCCCC(=O)O''," ''nChI=1S/C16H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h2-15H2,1H3,(H,17,18)''", ''IPCSVZSSVZVIGE-UHFFFAOYSA-N'', ''C16H32O2'',256.42,5.552,-1,1,2,14,0,37.3,2,18,0, ''61.00 to 64.00'', ''204.00 to 220.00'',10, ''null'',0.94,80.8,3.85,7.17,5.55,4.19,-5.02,0.002,0, ''Moderately soluble'',-7.77,0,0, ''Poorly soluble'',-5.31,0,0, ''Moderately soluble'', ''High'',1,0,-2.77,0.85,1,1,0.851
56, ''108-95-2'', ''phenol'', ''C1=CC=C(C=C1)O''," ''1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H''", ''ISWSIDIOOBJBQZ-UHFFFAOYSA-N'', ''C6H6O'',94.11,1.392,0,1,1,0,1,20.23,1,7,6, ''38.00 to 41.00'', ''181.00 to 182.00'',0.614, ''null'',0,28.46,1.24,1.46,1.39,1.45,-1.98,0.991,0.011, ''Very soluble'',-1.49,3.04,0.03, ''Very soluble'',-1.73,1.74,0.02, ''Soluble'', ''High'',1,0,-5.84,0.55,1,1,0.435
57, ''156-06-9'', ''2-oxo-3-phenylpropanoic acid'', ''C1=CC=C(C=C1)CC(=O)C(=O)O''," ''1S/C9H8O3/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5H,6H2,(H,11,12)''", ''BTNMPGBKDVTSJY-UHFFFAOYSA-N'', ''C9H8O3'',164.16,0.883,-1,1,3,3,1,54.37,3,12,6,150, ''299.00 to 300.00'',0.001, ''null'',0.11,42.99,0.81,1.27,0.88,1.02,-1.83,2.43,0.015, ''Very soluble'',-2.01,1.6,0.01, ''Soluble'',-2.12,1.26,0.01, ''Soluble'', ''High'',1,0,-6.4,0.85,1,1,0.843
58, ''122-78-1'', ''2-phenylacetaldehyde'', ''C1=CC=C(C=C1)CC=O''," ''1S/C8H8O/c9-7-6-8-4-2-1-3-5-8/h1-5,7H,6H2''", ''DTUQWGWMVIHBKE-UHFFFAOYSA-N'', ''C8H8O'',120.15,1.428,0,0,1,2,1,17.07,1,9,6,-10, ''193.00 to 195.00'',0.368, ''null'',0.12,36.42,1.33,1.78,1.43,1.78,-2.07,1.03,0.009, ''Soluble'',-1.76,2.1,0.02, ''Very soluble'',-2.7,0.24,0, ''Soluble'', ''High'',1,0,-5.77,0.55,1,1,0.558
59, ''103-82-2'', ''2-phenylacetic acid'', ''C1=CC=C(C=C1)CC(=O)O''," ''1S/C8H8O2/c9-8(10)6-7-4-2-1-3-5-7/h1-5H,6H2,(H,9,10)''", ''WLJVXDMOQOGPHL-UHFFFAOYSA-N'', ''C8H8O2'',136.15,1.314,-1,1,2,2,1,37.3,2,10,6, ''76.00 to 78.00'', ''265.00 to 266.00'',0.005,4,0.12,37.99,1.23,1.41,1.31,1.66,-1.88,1.78,0.013, ''Very soluble'',-1.8,2.17,0.02, ''Very soluble'',-2.14,0.98,0.01, ''Soluble'', ''High'',1,0,-6.13,0.85,1,1,0.804
60, ''64-04-0'', ''2-phenylethanamine'', ''C1=CC=C(C=C1)CCN''," ''1S/C8H11N/c9-7-6-8-4-2-1-3-5-8/h1-5H,6-7,9H2''", ''null'', ''C8H11N'',121.18,1.188,1,1,1,2,1,26.02,1,9,6,-60, ''194.00 to 195.00'',0.398,4.18,0.25,38.92,1.72,1.41,1.19,1.87,-1.84,1.75,0.014, ''Very soluble'',-1.56,3.33,0.03, ''Very soluble'',-2.8,0.19,0, ''Soluble'', ''High'',1,0,-6.04,0.55,1,1,0.351
61, ''71-23-8'', ''propan-1-ol'', ''CCCO''," ''1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3''", ''BDERNNFJNOPAEC-UHFFFAOYSA-N'', ''C3H8O'',60.1,0.389,0,1,1,1,0,20.23,1,4,0, ''-127.00 to -126.00'', ''97.00 to 98.00'',26.316999,2.1,1,17.7,1.37,0.25,0.39,0.29,-0.3,29.8,0.496, ''Very soluble'',-0.24,34.9,0.58, ''Very soluble'',-0.33,28.3,0.47, ''Soluble'', ''High'',0,0,-6.49,0.55,1,1,0.481
62, ''79-09-4'', ''propanoic acid'', ''CCC(=O)O''," ''1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)''", ''XBDQKXXYIPTUBI-UHFFFAOYSA-N'', ''C3H6O2'',74.08,0.481,-1,1,2,1,0,37.3,2,5,0, ''-24.00 to -23.00'', ''140.00 to 141.00'',4.227,2.56,0.67,18.31,0.89,0.33,0.48,0.03,-0.44,26.8,0.362, ''Very soluble'',-0.68,15.6,0.21, ''Very soluble'',0.09,90.7,1.22, ''Soluble'', ''High'',1,0,-6.52,0.85,1,1,-0.132
63, ''110-60-1''," ''butane-1,4-diamine''", ''C(CCN)CN'', ''1S/C4H12N2/c5-3-1-2-4-6/h1-6H2'', ''KIDHWZJUCRJVML-UHFFFAOYSA-N'', ''C4H12N2'',88.15,-0.316,2,2,2,3,0,52.04,2,6,0,27.5, ''null'', ''null'', ''null'',1,26.76,1.21,-0.7,-0.32,-0.18,0.25,158,1.79, ''Highly soluble'',0.08,107,1.21, ''Highly soluble'',-0.68,18.4,0.21, ''Soluble'', ''High'',0,0,-7.33,0.55,1,1,0.82
64, ''110-86-1'', ''pyridine'', ''C1=CC=NC=C1'', ''1S/C5H5N/c1-2-4-6-5-3-1/h1-5H'', ''JUJWROOIHBZHMG-UHFFFAOYSA-N'', ''C5H5N'',79.1,1.082,0,0,1,0,1,12.89,1,6,6, ''-42.00 to -41.00'', ''115.00 to 116.00'',22.778999,2.72,0,24.24,1.32,0.65,1.08,0.41,-1.48,2.62,0.033, ''Very soluble'',-0.5,25.2,0.32, ''Very soluble'',-1.9,0.99,0.01, ''Soluble'', ''High'',1,0,-6.32,0.55,1,1,-0.137
65, ''127-17-3'', ''2-oxopropanoic acid'', ''CC(=O)C(=O)O''," ''1S/C3H4O3/c1-2(4)3(5)6/h1H3,(H,5,6)''", ''LCTONWCANYUPML-UHFFFAOYSA-N'', ''C3H4O3'',88.06,-0.34,-1,1,3,1,0,54.37,3,6,0, ''11.00 to 13.00'', ''164.00 to 166.00'',0.968,3,0.33,18.51,0.25,-0.33,-0.34,-0.96,-0.11,68,0.773, ''Very soluble'',-0.35,39.3,0.45, ''Very soluble'',0.51,286,3.25, ''Soluble'', ''High'',0,0,-7.07,0.85,0,1,0.395
66, ''75-18-3'', ''methylsulfanylmethane'', ''CSC'', ''nChI=1S/C2H6S/c1-3-2/h1-2H3'', ''QMMFVYPAHWMCMS-UHFFFAOYSA-N'', ''C2H6S'',62.13,0.979,null,0,0,0,0,25.3,1,3,0,-98,37.3,646.973022,2.1,1,19.32,1.41,0.88,0.98,0.84,-0.78,10.3,0.166, ''Very soluble'',-1,6.28,0.1, ''Very soluble'',-0.6,15.7,0.25, ''Soluble'', ''High'',1,0,-6.05,0.55,1,1,-0.182
67, ''110-01-0'', ''thiolane'', ''C1CCSC1'', ''1S/C4H8S/c1-2-4-5-3-1/h1-4H2'', ''RAOIDOHSFRTOEL-UHFFFAOYSA-N'', ''C4H8S'',88.17,1.513,0,0,0,0,1,25.3,1,5,0,-96.1,120,17.452,3.04,1,26.82,1.64,1.36,1.51,1.42,-1.24,5.03,0.057, ''Very soluble'',-1.49,2.83,0.03, ''Very soluble'',-1,8.86,0.1, ''Soluble'', ''High'',1,0,-5.87,0.55,1,1,0.818
68, ''137-00-8''," ''2-(4-methyl-1,3-thiazol-5-yl)ethanol''", ''CC1=C(SC=N1)CCO''," ''1S/C6H9NOS/c1-5-6(2-3-8)9-4-7-5/h4,8H,2-3H2,1H3''", ''BKAWJIRCKVUVED-UHFFFAOYSA-N'', ''C6H9NOS'',143.21,0.986,0,1,2,2,1,61.36,3,9,5, ''<25'', ''279.00 to 281.00'',0.003,4.9,0.5,38.01,1.65,0.85,0.99,-0.09,-1.54,4.11,0.029, ''Very soluble'',-1.72,2.72,0.02, ''Very soluble'',-1.89,1.84,0.01, ''Soluble'', ''High'',1,0,-6.57,0.55,1,1,0.723
69, ''108-88-3'', ''toluene'', ''CC1=CC=CC=C1''," ''1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3''", ''YXFVVABEGXRONW-UHFFFAOYSA-N'', ''C7H8'',92.14,1.995,0,0,0,0,1,0,0,7,6, ''-95.00 to -94.00'', ''36.00 to 37.00'',27.712,3.2,0.14,31.41,1.85,2.73,2,3.52,-2.77,0.158,0.002, ''Soluble'',-2.38,0.38,0, ''Soluble'',-2.69,0.19,0, ''Soluble'', ''Low'',0,0,-4.92,0.55,1,1,0.54
70, ''1184-78-7''," ''N,N-dimethylmethanamine oxide''", ''C[N+](C)(C)[O-]''," ''1S/C3H9NO/c1-4(2,3)5/h1-3H3''", ''UYPYRKYUKCHHIB-UHFFFAOYSA-N'', ''C3H9NO'',75.11,0.19,0,0,1,0,0,29.43,2,5,0,213, ''3.00 to 4.00'',1716.529053,2.04,1,22.8,0.31,-0.21,0.19,-1.66,-0.17,50.4,0.671, ''Very soluble'',0.05,84,1.12, ''Highly soluble'',-0.39,30.4,0.41, ''Soluble'', ''High'',0,0,-6.91,0.55,1,1,0.283
71, ''75-50-3''," ''N,N-dimethylmethanamine''", ''CN(C)C'', ''1S/C3H9N/c1-4(2)3/h1-3H3'', ''GETQZCLCWQTVFV-UHFFFAOYSA-N'', ''C3H9N'',59.11,0.178,1,0,1,0,0,3.24,1,4,0,-117, ''3.00 to 4.00'',1716.529053,2.04,1,19.43,1.56,0.26,0.18,0.29,-0.37,25.2,0.426, ''Very soluble'',0.11,76.3,1.29, ''Highly soluble'',-0.2,37.3,0.63, ''Soluble'', ''Low'',0,0,-6.48,0.55,0,1,-0.055
72, ''121-33-5'', ''4-hydroxy-3-methoxybenzaldehyde'', ''COC1=C(C=CC(=C1)C=O)O''," ''1S/C8H8O3/c1-11-8-4-6(5-9)2-3-7(8)10/h2-5,10H,1H3''", ''MWOOGOJBHIARFG-UHFFFAOYSA-N'', ''C8H8O3'',152.15,1.213,-1,1,3,2,1,46.53,3,11,6, ''81.00 to 84.00'', ''285.00 to 286.00'',0.002,5.3,0.12,40.34,1.57,1.21,1.21,0.51,-1.82,2.32,0.015, ''Very soluble'',-1.78,2.5,0.02, ''Very soluble'',-1.88,2,0.01, ''Soluble'', ''High'',1,0,-6.37,0.55,1,1,0.829
73, ''16423-19-1''," ''4,8a-dimethyl-1,2,3,4,5,6,7,8-octahydronaphthalen-4a-ol''", ''CC1CCCC2(C1(CCCC2)O)C''," ''1S/C12H22O/c1-10-6-5-8-11(2)7-3-4-9-12(10,11)13/h10,13H,3-9H2,1-2H3''", ''JLPUXFOGCDVKGO-UHFFFAOYSA-N'', ''C12H22O'',182.3,3.118,0,1,1,0,2,20.23,1,13,0, ''78.00 to 82.00'', ''null'', ''null'', ''null'',1,56.51,2.72,3.29,3.12,3.02,-3.04,0.165,0.001, ''Soluble'',-3.39,0.07,0, ''Soluble'',-2.6,0.46,0, ''Soluble'', ''High'',1,0,-5.08,0.55,1,1,0.809
74, ''55-10-7'', ''2-hydroxy-2-(4-hydroxy-3-methoxyphenyl)acetic acid'', ''COC1=C(C=CC(=C1)C(C(=O)O)O)O''," ''1S/C9H10O5/c1-14-7-4-5(2-3-6(7)10)8(11)9(12)13/h2-4,8,10-11H,1H3,(H,12,13)''", ''CGQCWMIAEPEHNQ-UHFFFAOYSA-N'', ''C9H10O5'',198.17,0.519,-1,3,5,3,1,86.99,5,14,6,132,421.33, ''null'', ''null'',0.22,47.66,1.21,-0.35,0.19,-0.04,-0.97,21.4,0.108, ''Very soluble'',-1.01,19.2,0.1, ''Very soluble'',-0.8,31.3,0.16, ''Soluble'', ''High'',0,0,-7.76,0.56,0,1,0.857
75, ''1490-04-6'', ''5-methyl-2-propan-2-ylcyclohexan-1-ol'', ''CC1CCC(C(C1)O)C(C)C''," ''1S/C10H20O/c1-7(2)9-5-4-8(3)6-10(9)11/h7-11H,4-6H2,1-3H3''", ''NOOLISFMXDJSKH-UHFFFAOYSA-N'', ''C10H20O'',156.27,2.44,0,1,1,1,1,20.23,1,11,0, ''null'', ''214.00 to 216.00'',0.032, ''null'',1,49.23,2.55,3.4,2.44,2.45,-2.88,0.204,0.001, ''Soluble'',-3.5,0.05,0, ''Soluble'',-1.48,5.22,0.03, ''Soluble'', ''High'',1,0,-4.84,0.55,1,1,0.733
76, ''89-86-1''," ''2,4-dihydroxybenzoic acid''", ''C1=CC(=C(C=C1O)O)C(=O)O''," ''1S/C7H6O4/c8-4-1-2-5(7(10)11)6(9)3-4/h1-3,8-9H,(H,10,11)''", ''UIAFKZKHHVMJGS-UHFFFAOYSA-N'', ''C7H6O4'',154.12,0.796,-1,3,4,1,1,77.76,4,11,6, ''225.00 to 227.00'', ''null'', ''null'', ''null'',0,37.45,0.75,1.63,0.8,0.4,-2.16,1.07,0.007, ''Soluble'',-2.88,0.21,0, ''Soluble'',-0.6,38.3,0.25, ''Soluble'', ''High'',0,0,-6.08,0.56,1,1,0.734
77, ''498-02-2'', ''1-(4-hydroxy-3-methoxyphenyl)ethanone'', ''CC(=O)C1=CC(=C(C=C1)O)OC''," ''1S/C9H10O3/c1-6(10)7-3-4-8(11)9(5-7)12-2/h3-5,11H,1-2H3''", ''DFYRUELUNQRZTB-UHFFFAOYSA-N'', ''C9H10O3'',166.17,1.603,0,1,3,2,1,46.53,3,12,6, ''113.00 to 115.00'', ''263.00 to 265.00'',0.001, ''null'',0.22,45.15,1.77,0.51,1.6,0.83,-1.43,6.18,0.037, ''Very soluble'',-1.06,14.6,0.09, ''Very soluble'',-2.28,0.88,0.01, ''Soluble'', ''High'',1,0,-6.95,0.55,1,1,0.852
78, ''120-51-4'', ''benzyl benzoate'', ''C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2''," ''1S/C14H12O2/c15-14(13-9-5-2-6-10-13)16-11-12-7-3-1-4-8-12/h1-10H,11H2''", ''SESFRYSPDFLNCH-UHFFFAOYSA-N'', ''C14H12O2'',212.24,3.044,0,0,2,4,2,26.3,2,16,12, ''18.00 to 21.00'', ''323.00 to 324.00'',0,7.3,0.07,62.21,2.68,3.97,2.89,3.41,-3.95,0.024,0, ''Soluble'',-4.22,0.01,0, ''Moderately soluble'',-5.01,0,0, ''Moderately soluble'', ''High'',1,0,-4.78,0.55,1,1,0.778
79, ''622-78-6'', ''isothiocyanatomethylbenzene'', ''C1=CC=C(C=C1)CN=C=S''," ''1S/C8H7NS/c10-7-9-6-8-4-2-1-3-5-8/h1-5H,6H2''", ''MDKCFLQDBWCQCV-UHFFFAOYSA-N'', ''C8H7NS'',149.21,2.289,null,0,1,2,1,44.45,2,10,6,41, ''242.00 to 243.00'',0.02, ''null'',0.12,45.38,2.19,3.16,2.14,3.28,-3.07,0.128,0.001, ''Soluble'',-3.76,0.03,0, ''Soluble'',-2.98,0.16,0, ''Soluble'', ''High'',1,0,-4.97,0.55,1,1,0.765
80, ''76-22-2''," ''1,7,7-trimethylbicyclo[2.2.1]heptan-2-one''", ''CC1(C2CCC1(C(=O)C2)C)C''," ''1S/C10H16O/c1-9(2)7-4-5-10(9,3)8(11)6-7/h7H,4-6H2,1-3H3''", ''DSSYKIVIOFKYAU-UHFFFAOYSA-N'', ''C10H16O'',152.23,2.402,0,0,1,0,2,17.07,1,11,0, ''176.00 to 177.00'', ''204.00 to 205.00'',0.65,5.2,0.9,45.64,2.12,2.19,2.4,2.3,-2.16,1.04,0.007, ''Soluble'',-2.18,1,0.01, ''Soluble'',-2.6,0.38,0, ''Soluble'', ''High'',1,0,-5.67,0.55,1,1,0.96
81, ''36653-82-4'', ''hexadecan-1-ol'', ''CCCCCCCCCCCCCCCCO''," ''1S/C16H34O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17/h17H,2-16H2,1H3''", ''BXWNKGSJHAJOGX-UHFFFAOYSA-N'', ''C16H34O'',242.44,5.46,0,1,1,14,0,20.23,1,17,0, ''50.00 to 55.00'',344,0,8.34,1,80.19,4.41,7.11,5.46,4.45,-4.9,0.003,0, ''Moderately soluble'',-7.35,0,0, ''Poorly soluble'',-5.77,0,0, ''Moderately soluble'', ''High'',1,0,-2.73,0.55,1,1,0.909
82, ''470-82-6''," ''1,3,3-trimethyl-2-oxabicyclo[2.2.2]octane''", ''CC1(C2CCC(O1)(CC2)C)C''," ''1S/C10H18O/c1-9(2)8-4-6-10(3,11-9)7-5-8/h8H,4-7H2,1-3H3''", ''WEEGYLXZBRQIMU-UHFFFAOYSA-N'', ''C10H18O'',154.25,2.744,0,0,1,0,3,9.23,1,11,0, ''1.00 to 2.00'', ''176.00 to 177.00'',1.9, ''null'',1,47.12,2.58,2.74,2.74,2.45,-2.52,0.463,0.003, ''Soluble'',-2.59,0.4,0, ''Soluble'',-2.45,0.55,0, ''Soluble'', ''High'',1,0,-5.3,0.55,1,1,0.716
83, ''106-44-5'', ''4-methylphenol'', ''CC1=CC=C(C=C1)O''," ''1S/C7H8O/c1-6-2-4-7(8)5-3-6/h2-5,8H,1H3''", ''IWDCLRJOBJJRNH-UHFFFAOYSA-N'', ''C7H8O'',108.14,1.701,0,1,1,0,1,20.23,1,8,6, ''32.00 to 35.00'', ''121.00 to 122.00'',0.11,3.72,0.14,33.43,1.48,1.94,1.7,1.81,-2.29,0.558,0.005, ''Soluble'',-1.99,1.11,0.01, ''Very soluble'',-2.14,0.78,0.01, ''Soluble'', ''High'',1,0,-5.58,0.55,1,1,0.539
84, ''334-48-5'', ''decanoic acid'', ''CCCCCCCCCC(=O)O''," ''1S/C10H20O2/c1-2-3-4-5-6-7-8-9-10(11)12/h2-9H2,1H3,(H,11,12)''", ''GHVNFZFCNZKVNT-UHFFFAOYSA-N'', ''C10H20O2'',172.26,3.212,-1,1,2,8,0,37.3,2,12,0, ''27.00 to 32.00'', ''268.00 to 270.00'',15,5.9,0.9,51.96,2.5,4.09,3.21,2.58,-2.96,0.19,0.001, ''Soluble'',-4.58,0,0, ''Moderately soluble'',-2.87,0.23,0, ''Soluble'', ''High'',1,0,-4.45,0.85,1,1,0.778
85, ''119-61-9'', ''diphenylmethanone'', ''C1=CC=C(C=C1)C(=O)C2=CC=CC=C2'', ''1S/C13H10O/c14-13(11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10H'', ''RWCCWEUUXYIKHB-UHFFFAOYSA-N'', ''C13H10O'',182.22,2.918,0,0,1,2,2,17.07,1,14,12, ''47.00 to 51.00'', ''170.00 to 171.00'',0.001,6.3,0,56.32,2.15,3.18,2.92,3,-3.48,0.061,0, ''Soluble'',-3.21,0.11,0, ''Soluble'',-4.86,0,0, ''Moderately soluble'', ''High'',1,0,-5.15,0.55,1,1,0.668
86, ''60-29-7'', ''ethoxyethane'', ''CCOCC''," ''1S/C4H10O/c1-3-5-4-2/h3-4H2,1-2H3''", ''RTZKZFJDLAIYFH-UHFFFAOYSA-N'', ''C4H10O'',74.12,1.043,0,0,1,2,0,9.23,1,5,0, ''-116.00 to -115.00'', ''34.00 to 35.00'',538, ''null'',1,22.43,1.91,0.89,1.04,0.75,-0.73,13.9,0.187, ''Very soluble'',-0.67,15.9,0.21, ''Very soluble'',-1.07,6.31,0.09, ''Soluble'', ''Low'',0,0,-6.12,0.55,1,1,0.541
87, ''97-53-0'', ''2-methoxy-4-prop-2-enylphenol'', ''COC1=C(C=CC(=C1)CC=C)O''," ''1S/C10H12O2/c1-3-4-8-5-6-9(11)10(7-8)12-2/h3,5-7,11H,1,4H2,2H3''", ''RRAFCDWBNXTKKO-UHFFFAOYSA-N'', ''C10H12O2'',164.2,2.129,0,1,2,3,1,29.46,2,12,6, ''-12.00 to -10.00'', ''252.00 to 253.00'',0.01, ''null'',0.2,49.06,2.37,2.27,2.13,2.01,-2.46,0.569,0.003, ''Soluble'',-2.53,0.49,0, ''Soluble'',-2.79,0.27,0, ''Soluble'', ''High'',1,0,-5.69,0.55,1,1,0.94
88, ''111-30-8'', ''pentanedial'', ''C(CC=O)CC=O''," ''1S/C5H8O2/c6-4-2-1-3-5-7/h4-5H,1-3H2''", ''SXRSQZLOMIGNAQ-UHFFFAOYSA-N'', ''C5H8O2'',100.12,0.554,0,0,2,4,0,34.14,2,7,0, ''null'',188,0.6, ''null'',0.6,26.55,0.92,-0.55,0.55,-0.02,0.15,141,1.41, ''Highly soluble'',0.3,201,2.01, ''Highly soluble'',-0.91,12.2,0.12, ''Soluble'', ''High'',1,0,-7.3,0.55,1,1,0.994
89, ''499-44-5''," ''2-hydroxy-6-propan-2-ylcyclohepta-2,4,6-trien-1-one''", ''CC(C)C1=CC(=O)C(=CC=C1)O''," ''1S/C10H12O2/c1-7(2)8-4-3-5-9(11)10(12)6-8/h3-7H,1-2H3,(H,11,12)''", ''FUWUEFKEXZQKKA-UHFFFAOYSA-N'', ''C10H12O2'',164.2,1.876,0,1,2,1,1,37.3,2,12,7, ''8.00 to 53.00'', ''303.00 to 304.00'',0, ''null'',0.3,49.32,2.09,2.13,1.88,1.31,-2.57,0.446,0.003, ''Soluble'',-2.54,0.47,0, ''Soluble'',-2.96,0.18,0, ''Soluble'', ''High'',1,0,-5.79,0.55,1,1,1.001
90, ''7775-39-5'', ''1-phenylethyl 2-methylpropanoate'', ''CC(C)C(=O)OC(C)C1=CC=CC=C1''," ''1S/C12H16O2/c1-9(2)12(13)14-10(3)11-7-5-4-6-8-11/h4-10H,1-3H3''", ''JZCCYSDOUYQZMW-UHFFFAOYSA-N'', ''C12H16O2'',192.25,2.947,0,0,2,4,1,26.3,2,14,6, ''null'', ''242.00 to 243.00'',0.033, ''null'',0.42,56.73,2.61,3.05,2.62,2.86,-3.01,0.189,0.001, ''Soluble'',-3.27,0.1,0, ''Soluble'',-3.35,0.09,0, ''Soluble'', ''High'',1,0,-5.31,0.55,1,1,0.834
